customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_zscore,tenure_outlier_z,MonthlyCharges_zscore,MonthlyCharges_outlier_z,TotalCharges_zscore,TotalCharges_outlier_z,tenure_outlier_iqr,MonthlyCharges_outlier_iqr,TotalCharges_outlier_iqr,outlier_iso
9763-GRSKD,Male,0,Yes,Yes,-0.7888002190384014,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,-0.4922805219681379,-0.7480728289670203,No,-0.7888002190384014,0,-0.4922805219681379,0,-0.7480728289670203,0,0,0,0,0
7469-LKBCI,Male,0,No,No,-0.6666391278783103,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-1.5225946620711341,-0.8631445247495343,No,-0.6666391278783103,0,-1.5225946620711341,0,-0.8631445247495343,0,0,0,0,0
8091-TTVAX,Male,0,Yes,No,1.0436161483629645,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),1.182810854199314,1.5006704790038297,No,1.0436161483629645,0,1.182810854199314,0,1.5006704790038297,0,0,0,0,0
0280-XJGEX,Male,0,No,No,0.6771328748826912,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1.2941512532104444,1.2160043388136705,Yes,0.6771328748826912,0,1.2941512532104444,0,1.2160043388136705,0,0,0,0,0
5129-JLPIS,Male,0,No,No,-0.30015585439803716,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1.3539759452164248,0.1784165658888543,No,-0.30015585439803716,0,1.3539759452164248,0,0.1784165658888543,0,0,0,0,0
3655-SNQYZ,Female,0,Yes,Yes,1.4915401492832983,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),1.611554480242174,2.478128710529918,No,1.4915401492832983,0,1.611554480242174,0,2.478128710529918,0,0,0,0,0
8191-XWSZG,Female,0,No,No,0.7992939660427822,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-1.4660935640654862,-0.5558083996047153,No,0.7992939660427822,0,-1.4660935640654862,0,-0.5558083996047153,0,0,0,0,0
9959-WOFKT,Male,0,No,Yes,1.5729808767233588,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),1.393859073220412,2.251693748830891,No,1.5729808767233588,0,1.393859073220412,0,2.251693748830891,0,0,0,0,0
4190-MFLUW,Female,0,Yes,Yes,-0.9109613101984924,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),-0.31779183695069496,-0.774164281952812,Yes,-0.9109613101984924,0,-0.31779183695069496,0,-0.774164281952812,0,0,0,0,0
4183-MYFRB,Female,0,No,No,-0.46303730927815856,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,0.8404806721650927,-0.18498748699192968,No,-0.46303730927815856,0,0.8404806721650927,0,-0.18498748699192968,0,0,0,0,0
8779-QRDMV,Male,1,No,No,-1.2774445836787656,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,-0.8346107040023594,-0.9899154337997889,Yes,-1.2774445836787656,0,-0.8346107040023594,0,-0.9899154337997889,0,0,0,0,0
1680-VDCWW,Male,0,Yes,No,-0.8295205827584317,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),-1.4943441130683104,-0.9181308271079157,No,-0.8295205827584317,0,-1.4943441130683104,0,-0.9181308271079157,0,0,0,0,0
1066-JKSGK,Male,0,No,No,-1.2774445836787656,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.4827115340671475,-0.9985242888458623,Yes,-1.2774445836787656,0,-1.4827115340671475,0,-0.9985242888458623,0,0,0,0,0
3638-WEABW,Female,0,Yes,No,1.0436161483629645,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),-0.1615829189350795,0.5400105518112329,No,1.0436161483629645,0,-0.1615829189350795,0,0.5400105518112329,0,0,0,0,0
6322-HRPFA,Male,0,Yes,Yes,0.6771328748826912,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),-0.17155370093607614,0.30390718367584674,No,0.6771328748826912,0,-0.17155370093607614,0,0.30390718367584674,0,0,0,0,0
6865-JZNKO,Female,0,No,No,-0.0965540357978854,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),-0.31446824295036285,-0.3316912065719389,No,-0.0965540357978854,0,-0.31446824295036285,0,-0.3316912065719389,0,0,0,0,0
6467-CHFZW,Male,0,Yes,Yes,0.5956921474426305,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.1495749141959914,1.0892334297634156,Yes,0.5956921474426305,0,1.1495749141959914,0,1.0892334297634156,0,0,0,0,0
8665-UTDHZ,Male,0,Yes,Yes,-1.2774445836787656,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,-1.1486903370337564,-0.9940874173990399,Yes,-1.2774445836787656,0,-1.1486903370337564,0,-0.9940874173990399,0,0,0,0,0
5248-YGIJN,Male,0,Yes,No,1.6137012404433893,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.8471278601657574,1.804563062130219,No,1.6137012404433893,0,0.8471278601657574,0,1.804563062130219,0,0,0,0,0
8773-HHUOZ,Female,0,No,Yes,-0.62591876415828,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,-0.0020504069191315333,-0.5248385954261489,Yes,-0.62591876415828,0,-0.0020504069191315333,0,-0.5248385954261489,0,0,0,0,0
3841-NFECX,Female,1,Yes,No,1.5729808767233588,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),1.0498670941860242,1.9800512611463297,No,1.5729808767233588,0,1.0498670941860242,0,1.9800512611463297,0,0,0,0,0
4929-XIHVW,Male,1,Yes,No,-1.2367242199587352,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1.0216165451832002,-0.9272253098745368,No,-1.2367242199587352,0,1.0216165451832002,0,-0.9272253098745368,0,0,0,0,0
6827-IEAUQ,Female,0,Yes,Yes,-0.21871512695797646,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,0.046141706085686136,-0.17988839592617856,No,-0.21871512695797646,0,0.046141706085686136,0,-0.17988839592617856,0,0,0,0,0
7310-EGVHZ,Male,0,No,No,-1.2774445836787656,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),-1.481049737066981,-0.9985022148585647,No,-1.2774445836787656,0,-1.481049737066981,0,-0.9985022148585647,0,0,0,0,0
3413-BMNZE,Male,1,No,No,-1.2774445836787656,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),-0.6484894399837535,-0.9874431472224551,No,-1.2774445836787656,0,-0.6484894399837535,0,-0.9874431472224551,0,0,0,0,0
6234-RAAPL,Female,0,Yes,Yes,1.6137012404433893,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),1.1678546811978192,2.1940585679967946,No,1.6137012404433893,0,1.1678546811978192,0,2.1940585679967946,0,0,0,0,0
6047-YHPVI,Male,0,No,No,-1.1145631287986442,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.16412929309748078,-0.8675151742344638,Yes,-1.1145631287986442,0,0.16412929309748078,0,-0.8675151742344638,0,0,0,0,0
6572-ADKRS,Female,0,No,No,0.5549717837226001,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),0.33363258711442517,0.5590824768363802,No,0.5549717837226001,0,0.33363258711442517,0,0.5590824768363802,0,0,0,0,0
5380-WJKOV,Male,0,No,No,0.06632741908223598,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.3822264942192488,0.559501882595035,Yes,0.06632741908223598,0,1.3822264942192488,0,0.559501882595035,0,0,0,0,0
8168-UQWWF,Female,0,No,No,-0.8702409464784621,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1.099721004191008,-0.5194083945509333,Yes,-0.8702409464784621,0,1.099721004191008,0,-0.5194083945509333,0,0,0,0,0
8865-TNMNX,Male,0,Yes,Yes,-0.9109613101984924,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,-0.5055748979694671,-0.79740819057721,No,-0.9109613101984924,0,-0.5055748979694671,0,-0.79740819057721,0,0,0,0,0
9489-DEDVP,Female,0,Yes,Yes,1.5322605130033284,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),0.14751132309581955,1.1436237344647615,No,1.5322605130033284,0,0.14751132309581955,0,1.1436237344647615,0,0,0,0,0
9867-JCZSP,Female,0,Yes,Yes,-0.62591876415828,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-1.462769970065154,-0.82277120198218,No,-0.62591876415828,0,-1.462769970065154,0,-0.82277120198218,0,0,0,0,0
4671-VJLCL,Female,0,No,No,1.247217966963116,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),0.5014740841312035,1.1388116052338793,No,1.247217966963116,0,0.5014740841312035,0,1.1388116052338793,0,0,0,0,0
4080-IIARD,Female,0,Yes,No,-0.7888002190384014,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,0.3801629031190768,-0.5741298090617433,No,-0.7888002190384014,0,0.3801629031190768,0,-0.5741298090617433,0,0,0,0,0
3714-NTNFO,Female,0,No,No,0.6771328748826912,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.6560212051466532,0.7173088177857488,No,0.6771328748826912,0,0.6560212051466532,0,0.7173088177857488,0,0,0,0,0
5948-UJZLF,Male,0,No,No,-1.2367242199587352,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,-0.5155456799704636,-0.9645965703694143,No,-1.2367242199587352,0,-0.5155456799704636,0,-0.9645965703694143,0,0,0,0,0
7760-OYPDY,Female,0,No,No,-1.2367242199587352,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.5280628361338618,-0.9437808003477547,Yes,-1.2367242199587352,0,0.5280628361338618,0,-0.9437808003477547,0,0,0,0,0
7639-LIAYI,Male,0,No,No,0.7992939660427822,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.4981504901308714,0.8546531667515656,No,0.7992939660427822,0,0.4981504901308714,0,0.8546531667515656,0,0,0,0,0
2954-PIBKO,Female,0,Yes,Yes,1.4915401492832983,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),-0.020330173920958795,0.8706788815296407,No,1.4915401492832983,0,-0.020330173920958795,0,0.8706788815296407,0,0,0,0,0
8012-SOUDQ,Female,1,No,No,0.43281069256250915,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.8471278601657574,0.687310269048278,No,0.43281069256250915,0,0.8471278601657574,0,0.687310269048278,0,0,0,0,0
9420-LOJKX,Female,0,No,No,-0.7073594915983407,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1.141265929195161,-0.3776933961001872,Yes,-0.7073594915983407,0,1.141265929195161,0,-0.3776933961001872,0,0,0,0,0
6575-SUVOI,Female,1,Yes,No,-0.30015585439803716,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),0.1574821050968162,-0.23366062898319062,No,-0.30015585439803716,0,0.1574821050968162,0,-0.23366062898319062,0,0,0,0,0
7495-OOKFY,Female,1,Yes,No,-0.9924020376385531,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0.5280628361338618,-0.7278309826150992,Yes,-0.9924020376385531,0,0.5280628361338618,0,-0.7278309826150992,0,0,0,0,0
4667-QONEA,Female,1,Yes,Yes,1.125056875803025,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),0.33529438411459117,0.9599681601485298,No,1.125056875803025,0,0.33529438411459117,0,0.9599681601485298,0,0,0,0,0
1658-BYGOY,Male,1,No,No,-0.5851984004382496,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.0199547481830342,-0.2337047769577859,Yes,-0.5851984004382496,0,1.0199547481830342,0,-0.2337047769577859,0,0,0,0,0
8769-KKTPH,Female,0,Yes,Yes,1.247217966963116,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),1.1595456961969886,1.7788468669284871,No,1.247217966963116,0,1.1595456961969886,0,1.7788468669284871,0,0,0,0,0
5067-XJQFU,Male,1,Yes,Yes,1.369379058123207,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,1.4520219682262263,2.116645094544028,No,1.369379058123207,0,1.4520219682262263,0,2.116645094544028,0,0,0,0,0
3957-SQXML,Female,0,Yes,Yes,0.06632741908223598,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-1.3231790220511994,-0.612604768921502,No,0.06632741908223598,0,-1.3231790220511994,0,-0.612604768921502,0,0,0,0,0
5954-BDFSG,Female,0,No,No,1.6137012404433893,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),1.42044782522307,2.4598293750601874,No,1.6137012404433893,0,1.42044782522307,0,2.4598293750601874,0,0,0,0,0
0434-CSFON,Female,0,Yes,No,0.5956921474426305,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.1877962451998125,1.070669206446114,No,0.5956921474426305,0,1.1877962451998125,0,1.070669206446114,0,0,0,0,0
1215-FIGMP,Male,0,No,No,1.125056875803025,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),0.8354952811645946,1.398953545536378,No,1.125056875803025,0,0.8354952811645946,0,1.398953545536378,0,0,0,0,0
0526-SXDJP,Male,0,Yes,No,1.6137012404433893,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),-0.7531826509942192,0.3002429017844411,No,1.6137012404433893,0,-0.7531826509942192,0,0.3002429017844411,0,0,0,0,0
0557-ASKVU,Female,0,Yes,Yes,-0.5851984004382496,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),-0.34438058895335305,-0.5848798408756862,No,-0.5851984004382496,0,-0.34438058895335305,0,-0.5848798408756862,0,0,0,0,0
5698-BQJOH,Female,0,No,No,-0.9516816739185228,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,0.9850570111795457,-0.6289615935090412,Yes,-0.9516816739185228,0,0.9850570111795457,0,-0.6289615935090412,0,0,0,0,0
5122-CYFXA,Female,0,No,No,-1.1960038562387048,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0.3502505571160864,-0.8996548997398044,No,-1.1960038562387048,0,0.3502505571160864,0,-0.8996548997398044,0,0,0,0,0
8627-ZYGSZ,Male,0,Yes,No,0.5956921474426305,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,0.46989994112804756,0.6041354849108307,No,0.5956921474426305,0,0.46989994112804756,0,0.6041354849108307,0,0,0,0,0
3410-YOQBQ,Female,0,No,No,-0.055833672077855064,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,0.47987072312904416,0.09504311586572828,No,-0.055833672077855064,0,0.47987072312904416,0,0.09504311586572828,0,0,0,0,0
3170-NMYVV,Female,0,Yes,Yes,0.7178532386027215,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),-1.4827115340671475,-0.5964466102196411,No,0.7178532386027215,0,-1.4827115340671475,0,-0.5964466102196411,0,0,0,0,0
7410-OIEDU,Male,0,No,No,-0.9109613101984924,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,0.5014740841312035,-0.6156730531558716,No,-0.9109613101984924,0,0.5014740841312035,0,-0.6156730531558716,0,0,0,0,0
2273-QCKXA,Male,0,No,No,-1.2774445836787656,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,-0.5221928679711283,-0.9857655241878356,No,-1.2774445836787656,0,-0.5221928679711283,0,-0.9857655241878356,0,0,0,0,0
0731-EBJQB,Female,0,Yes,Yes,0.7992939660427822,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,-1.4744025490663168,-0.5259202208037324,No,0.7992939660427822,0,-1.4744025490663168,0,-0.5259202208037324,0,0,0,0,0
1891-QRQSA,Male,1,Yes,Yes,1.2879383306831464,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),1.5567151792366918,2.1266446107898513,No,1.2879383306831464,0,1.5567151792366918,0,2.1266446107898513,0,0,0,0,0
8028-PNXHQ,Male,0,Yes,Yes,1.2064976032430856,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),-1.3464441800535252,-0.3784880596429018,No,1.2064976032430856,0,-1.3464441800535252,0,-0.3784880596429018,0,0,0,0,0
5630-AHZIL,Female,0,No,Yes,-1.1960038562387048,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),-0.00869759491979612,-0.9291015987948348,No,-1.1960038562387048,0,-0.00869759491979612,0,-0.9291015987948348,0,0,0,0,0
2673-CXQEU,Female,1,No,No,0.9621754209229036,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,1.5201556452330371,1.7030447945484464,No,0.9621754209229036,0,1.5201556452330371,0,1.7030447945484464,0,0,0,0,0
6416-JNVRK,Female,0,No,No,0.5549717837226001,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),-0.3028356639492,0.1796527091775211,No,0.5549717837226001,0,-0.3028356639492,0,0.1796527091775211,0,0,0,0,0
5590-ZSKRV,Female,0,Yes,Yes,-0.9924020376385531,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,-0.33607160395252245,-0.7945164982412213,No,-0.9924020376385531,0,-0.33607160395252245,0,-0.7945164982412213,0,0,0,0,0
0191-ZHSKZ,Male,1,No,No,-0.0965540357978854,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.3319707901142591,-0.07532391809733362,No,-0.0965540357978854,0,0.3319707901142591,0,-0.07532391809733362,0,0,0,0,0
3887-PBQAO,Female,0,Yes,Yes,0.5142514200025698,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),-1.2916048790480432,-0.4703158468010176,No,0.5142514200025698,0,-1.2916048790480432,0,-0.4703158468010176,0,0,0,0,0
5919-TMRGD,Female,0,No,Yes,-1.2774445836787656,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.48485611412954227,-0.9723886878854755,Yes,-1.2774445836787656,0,0.48485611412954227,0,-0.9723886878854755,0,0,0,0,0
8108-UXRQN,Female,0,Yes,Yes,-0.8702409464784621,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,-0.47233895796614456,-0.7578295313525703,No,-0.8702409464784621,0,-0.47233895796614456,0,-0.7578295313525703,0,0,0,0,0
9191-MYQKX,Female,0,Yes,No,-1.0331224013585834,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.34526516611558833,-0.7880488199630175,Yes,-1.0331224013585834,0,0.34526516611558833,0,-0.7880488199630175,0,0,0,0,0
9919-YLNNG,Female,0,No,No,0.3920903288424788,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1.2974748472107767,0.9030834948825526,No,0.3920903288424788,0,1.2974748472107767,0,0.9030834948825526,0,0,0,0,0
0318-ZOPWS,Female,0,Yes,No,0.6771328748826912,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),-1.4827115340671475,-0.5777057950039584,No,0.6771328748826912,0,-1.4827115340671475,0,-0.5777057950039584,0,0,0,0,0
4445-ZJNMU,Male,0,No,No,-0.9516816739185228,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1.1479131171958254,-0.6018105891329637,No,-0.9516816739185228,0,1.1479131171958254,0,-0.6018105891329637,0,0,0,0,0
4808-YNLEU,Female,0,Yes,No,0.10704778280226633,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),-0.08680205392760396,-0.029343802556382977,No,0.10704778280226633,0,-0.08680205392760396,0,-0.029343802556382977,0,0,0,0,0
1862-QRWPE,Female,0,Yes,Yes,0.6364125111626608,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),-1.4660935640654862,-0.5407760142550334,No,0.6364125111626608,0,-1.4660935640654862,0,-0.5407760142550334,0,0,0,0,0
2796-NNUFI,Female,0,Yes,Yes,0.5549717837226001,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,-1.4893587220678117,-0.5981242332542606,No,0.5549717837226001,0,-1.4893587220678117,0,-0.5981242332542606,0,0,0,0,0
3016-KSVCP,Male,0,Yes,No,-0.13727439951791576,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,-1.0307027500219619,-0.5618566721242643,No,-0.13727439951791576,0,-1.0307027500219619,0,-0.5618566721242643,0,0,0,0,0
4767-HZZHQ,Male,0,Yes,Yes,-0.0965540357978854,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),0.574593152138513,0.12727113732025933,No,-0.0965540357978854,0,0.574593152138513,0,0.12727113732025933,0,0,0,0,0
2424-WVHPL,Male,1,No,No,-1.2774445836787656,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,0.3303089931140931,-0.9744415687041545,No,-1.2774445836787656,0,0.3303089931140931,0,-0.9744415687041545,0,0,0,0,0
7233-PAHHL,Male,0,Yes,Yes,1.369379058123207,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,0.6394032351449919,1.5153055325821543,No,1.369379058123207,0,0.6394032351449919,0,1.5153055325821543,0,0,0,0,0
6067-NGCEU,Female,0,No,No,1.3286586944031769,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1.5384354122348645,2.130176448757471,No,1.3286586944031769,0,1.5384354122348645,0,2.130176448757471,0,0,0,0,0
9848-JQJTX,Male,0,No,No,1.6137012404433893,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),1.2010906212011416,2.2855993933200414,No,1.6137012404433893,0,1.2010906212011416,0,2.2855993933200414,0,0,0,0,0
